dependency_id,app_id,app_name,library_name,version,ecosystem,license,dependency_type,parent_library,depth,last_updated,maintainer_count,has_security_policy,repo_stars,patched_in_build,vulnerable_function_used,linkage,modified_by_us
DEP-0250,APP-005,MobileBanking-BFF,cryptography,1.5.7,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,False,dynamic,False
DEP-0251,APP-006,RegReporting-Batch,scipy,2.8.3,pypi,LGPL-3.0,direct,,1,2022-05-14,22,False,29827,False,False,dynamic,False
DEP-0252,APP-006,RegReporting-Batch,idna,1.10.5,pypi,BSD-2-Clause,direct,,1,2026-07-03,22,True,30052,False,False,dynamic,False
DEP-0253,APP-006,RegReporting-Batch,flask,1.2.8,pypi,GPL-3.0,direct,,1,2023-02-10,4,False,43748,False,True,dynamic,False
DEP-0254,APP-006,RegReporting-Batch,numpy,4.9.4,pypi,GPL-2.0,direct,,1,2026-06-03,18,True,18283,False,True,dynamic,False
DEP-0255,APP-006,RegReporting-Batch,sqlalchemy,4.12.8,pypi,EPL-2.0,direct,,1,2025-06-12,20,True,55133,False,True,dynamic,False
DEP-0256,APP-006,RegReporting-Batch,pyyaml,5.10.1,pypi,PSF-2.0,direct,,1,2025-11-03,17,True,45303,True,True,dynamic,False
DEP-0257,APP-006,RegReporting-Batch,jinja2,1.9.4,pypi,GPL-3.0,direct,,1,2026-04-27,5,True,43934,False,True,dynamic,False
DEP-0258,APP-006,RegReporting-Batch,matplotlib,2.0.4,pypi,BSD-2-Clause,direct,,1,2021-08-21,4,False,31819,False,False,dynamic,False
DEP-0259,APP-006,RegReporting-Batch,chardet,2.1.7,pypi,PSF-2.0,direct,,1,2021-10-07,1,False,20291,True,False,dynamic,False
DEP-0260,APP-006,RegReporting-Batch,fastapi,3.15.5,pypi,LGPL-2.1,direct,,1,2026-06-22,25,True,37660,False,False,dynamic,False
DEP-0261,APP-006,RegReporting-Batch,org.apache.kafka:kafka-clients,1.14.6,maven,AGPL-3.0,transitive,,1,2026-01-13,15,True,10030,False,False,dynamic,False
DEP-0262,APP-006,RegReporting-Batch,org.quartz-scheduler:quartz,1.4.5,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,True,static,True
DEP-0263,APP-006,RegReporting-Batch,setuptools,0.18.5,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,True,static,True
DEP-0264,APP-006,RegReporting-Batch,com.fasterxml.jackson.core:jackson-core,2.8.10,maven,LGPL-2.1,direct,,1,2023-05-07,11,False,43199,False,True,static,True
DEP-0265,APP-006,RegReporting-Batch,boto3,3.4.8,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,True,static,True
DEP-0266,APP-006,RegReporting-Batch,marked,3.18.3,npm,EPL-2.0,transitive,,1,2025-10-30,17,True,30861,False,True,static,True
DEP-0267,APP-006,RegReporting-Batch,org.postgresql:postgresql,1.4.8,maven,GPL-3.0,direct,,1,2023-03-06,7,False,40736,False,False,dynamic,False
DEP-0268,APP-006,RegReporting-Batch,pip,3.18.10,pypi,ISC,direct,,1,2023-11-05,16,False,7117,False,False,dynamic,False
DEP-0269,APP-006,RegReporting-Batch,python-jose,1.0.10,pypi,MIT,direct,,1,2021-09-21,22,False,2613,False,True,dynamic,False
DEP-0270,APP-006,RegReporting-Batch,pandas,0.4.0,pypi,PSF-2.0,transitive,,1,2022-12-25,22,False,58570,False,True,dynamic,False
DEP-0271,APP-006,RegReporting-Batch,httpx,0.10.0,pypi,MPL-2.0,transitive,,1,2022-12-15,20,False,10334,False,False,dynamic,False
DEP-0272,APP-006,RegReporting-Batch,six,2.0.7,pypi,Apache-2.0,transitive,,1,2020-07-26,1,False,51985,False,False,dynamic,False
DEP-0273,APP-006,RegReporting-Batch,aiohttp,1.18.1,pypi,Apache-2.0,transitive,,1,2024-02-01,12,False,57099,False,True,dynamic,False
DEP-0274,APP-006,RegReporting-Batch,cryptography,4.0.0,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,False,dynamic,False
DEP-0275,APP-006,RegReporting-Batch,pydantic,3.6.4,pypi,EPL-2.0,transitive,cryptography,2,2026-01-20,13,True,5834,False,True,dynamic,False
DEP-0276,APP-006,RegReporting-Batch,tornado,0.12.8,pypi,MPL-2.0,direct,,1,2026-04-07,7,True,2754,False,False,dynamic,False
DEP-0277,APP-006,RegReporting-Batch,urllib3,0.0.0,pypi,MIT,transitive,tornado,2,2026-05-21,14,True,31249,False,True,dynamic,False
DEP-0278,APP-006,RegReporting-Batch,certifi,2.10.0,pypi,Unlicense,direct,,1,2026-05-04,21,True,6641,False,False,dynamic,False
DEP-0279,APP-006,RegReporting-Batch,django,5.1.8,pypi,ISC,transitive,certifi,2,2023-03-02,25,False,3662,False,False,dynamic,False
DEP-0280,APP-006,RegReporting-Batch,paramiko,4.5.1,pypi,Apache-2.0,direct,,1,2026-06-16,15,True,13744,False,False,dynamic,False
DEP-0281,APP-006,RegReporting-Batch,scikit-learn,1.3.2,pypi,BSD-3-Clause,transitive,paramiko,2,2025-09-22,16,True,15769,False,True,dynamic,False
DEP-0282,APP-006,RegReporting-Batch,lxml,3.5.2,pypi,BSD-3-Clause,direct,,1,2026-06-18,16,True,14213,False,False,dynamic,False
DEP-0283,APP-006,RegReporting-Batch,redis,2.15.3,pypi,PSF-2.0,transitive,lxml,2,2022-09-27,16,False,44532,False,True,dynamic,False
DEP-0284,APP-006,RegReporting-Batch,click,3.14.4,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0285,APP-006,RegReporting-Batch,semver-regex,1.5.10,npm,BSD-2-Clause,direct,,1,2026-04-18,18,True,4945,False,False,dynamic,False
DEP-0286,APP-006,RegReporting-Batch,org.apache.logging.log4j:log4j-api,5.4.2,maven,Apache-2.0,direct,,1,2025-12-12,22,True,3888,False,True,dynamic,False
DEP-0287,APP-006,RegReporting-Batch,org.slf4j:slf4j-api,0.1.4,maven,PSF-2.0,transitive,,1,2026-04-02,7,True,24582,False,False,dynamic,False
DEP-0288,APP-006,RegReporting-Batch,nth-check,2.18.0,npm,Unlicense,direct,,1,2025-06-25,7,True,42750,False,True,dynamic,False
DEP-0289,APP-006,RegReporting-Batch,react-dom,4.7.1,npm,PSF-2.0,direct,,1,2026-01-22,7,True,2834,False,False,dynamic,False
DEP-0290,APP-006,RegReporting-Batch,org.springframework.boot:spring-boot-starter-logging,3.8.12,maven,Apache-2.0,direct,,1,2024-11-17,24,True,26390,False,True,dynamic,False
DEP-0291,APP-006,RegReporting-Batch,org.springframework:spring-web,3.10.1,maven,Apache-2.0,direct,,1,2026-05-17,22,True,37544,False,True,dynamic,False
DEP-0292,APP-006,RegReporting-Batch,org.bouncycastle:bcprov-jdk15on,5.15.12,maven,ISC,direct,,1,2026-05-19,11,True,54756,False,True,dynamic,False
DEP-0293,APP-006,RegReporting-Batch,js-yaml,4.4.12,npm,LGPL-2.1,transitive,,1,2026-05-17,17,True,52694,False,False,dynamic,False
DEP-0294,APP-006,RegReporting-Batch,decode-uri-component,1.11.0,npm,LGPL-2.1,direct,,1,2026-06-18,18,True,5334,False,False,dynamic,False
DEP-0295,APP-006,RegReporting-Batch,glob-parent,0.11.9,npm,Unlicense,transitive,,1,2024-12-20,9,True,30870,False,False,dynamic,False
DEP-0296,APP-006,RegReporting-Batch,lxml,2.0.1,pypi,BSD-3-Clause,transitive,,1,2026-06-18,16,True,14213,False,True,dynamic,False
DEP-0297,APP-006,RegReporting-Batch,tornado,3.2.3,pypi,MPL-2.0,transitive,,1,2026-04-07,7,True,2754,False,True,dynamic,False
DEP-0298,APP-006,RegReporting-Batch,org.bouncycastle:bcprov-jdk15on,2.14.0,maven,ISC,direct,,1,2026-05-19,11,True,54756,False,False,dynamic,False
DEP-0299,APP-006,RegReporting-Batch,decode-uri-component,3.11.4,npm,LGPL-2.1,direct,,1,2026-06-18,18,True,5334,False,True,dynamic,False
DEP-0300,APP-006,RegReporting-Batch,js-yaml,1.19.11,npm,LGPL-2.1,transitive,,1,2026-05-17,17,True,52694,False,True,dynamic,False
DEP-0301,APP-007,KYC-DocumentService,org.springframework.boot:spring-boot-starter-web,2.5.4,maven,Apache-2.0,direct,,1,2026-04-15,11,True,55198,False,False,dynamic,False
DEP-0302,APP-007,KYC-DocumentService,org.springframework.boot:spring-boot-starter-logging,2.5.4,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-web,2,2024-11-17,24,True,26390,False,False,dynamic,False
DEP-0303,APP-007,KYC-DocumentService,org.apache.logging.log4j:log4j-core,2.14.1,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-logging,3,2023-10-13,8,False,544,False,True,dynamic,False
DEP-0304,APP-007,KYC-DocumentService,org.apache.logging.log4j:log4j-api,2.14.1,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-logging,3,2025-12-12,22,True,3888,False,False,dynamic,False
DEP-0305,APP-007,KYC-DocumentService,com.google.guava:guava,2.1.3,maven,BSD-2-Clause,direct,,1,2023-03-04,12,False,19129,False,True,dynamic,False
DEP-0306,APP-007,KYC-DocumentService,org.thymeleaf:thymeleaf,4.5.8,maven,BSD-2-Clause,direct,,1,2023-07-16,25,False,50452,False,False,dynamic,False
DEP-0307,APP-007,KYC-DocumentService,com.zaxxer:HikariCP,0.7.8,maven,Apache-2.0,direct,,1,2026-06-03,6,True,46920,False,False,dynamic,False
DEP-0308,APP-007,KYC-DocumentService,com.fasterxml.jackson.core:jackson-databind,2.6.3,maven,Apache-2.0,direct,,1,2023-04-25,19,False,20278,False,False,dynamic,False
DEP-0309,APP-007,KYC-DocumentService,com.fasterxml.jackson.core:jackson-core,2.5.8,maven,LGPL-2.1,direct,,1,2023-05-07,11,False,43199,True,False,dynamic,False
DEP-0310,APP-007,KYC-DocumentService,io.netty:netty-common,2.3.9,maven,ISC,direct,,1,2026-04-08,23,True,20189,False,False,dynamic,False
DEP-0311,APP-007,KYC-DocumentService,org.hibernate:hibernate-core,2.6.5,maven,GPL-2.0,direct,,1,2026-04-08,8,True,27723,True,True,dynamic,False
DEP-0312,APP-007,KYC-DocumentService,org.apache.commons:commons-text,1.7.8,maven,Apache-2.0,direct,,1,2024-05-18,13,False,5506,False,False,dynamic,False
DEP-0313,APP-007,KYC-DocumentService,org.dom4j:dom4j,0.3.5,maven,BSD-3-Clause,direct,,1,2021-05-24,1,False,44458,True,True,dynamic,False
DEP-0314,APP-007,KYC-DocumentService,xerces:xercesImpl,1.6.2,maven,Unlicense,direct,,1,2022-07-19,1,False,42387,False,True,dynamic,False
DEP-0315,APP-007,KYC-DocumentService,qs,6.19.6,npm,MPL-2.0,direct,,1,2026-02-09,17,True,11888,False,False,static,True
DEP-0316,APP-007,KYC-DocumentService,async,6.17.2,npm,EPL-2.0,transitive,,1,2023-07-30,25,False,3348,False,True,static,True
DEP-0317,APP-007,KYC-DocumentService,body-parser,3.13.4,npm,LGPL-2.1,direct,,1,2023-06-14,12,False,37262,False,True,static,True
DEP-0318,APP-007,KYC-DocumentService,io.jsonwebtoken:jjwt,6.24.3,maven,AGPL-3.0,direct,,1,2025-06-02,5,True,54696,False,False,dynamic,True
DEP-0319,APP-007,KYC-DocumentService,fastapi,5.4.2,pypi,LGPL-2.1,direct,,1,2026-06-22,25,True,37660,False,False,static,True
DEP-0320,APP-007,KYC-DocumentService,node-fetch,0.0.8,npm,AGPL-3.0,direct,,1,2024-10-31,5,True,49484,False,False,dynamic,True
DEP-0321,APP-007,KYC-DocumentService,beautifulsoup4,4.10.11,pypi,GPL-3.0,direct,,1,2026-03-08,16,True,41154,False,False,dynamic,False
DEP-0322,APP-007,KYC-DocumentService,commons-collections:commons-collections,0.16.0,maven,BSD-3-Clause,transitive,,1,2023-01-17,1,False,23963,False,False,dynamic,False
DEP-0323,APP-007,KYC-DocumentService,commons-codec:commons-codec,1.6.3,maven,BSD-3-Clause,direct,,1,2021-04-23,9,False,42240,False,True,dynamic,False
DEP-0324,APP-007,KYC-DocumentService,com.h2database:h2,2.1.2,maven,PSF-2.0,transitive,,1,2021-10-25,10,False,8159,False,False,dynamic,False
DEP-0325,APP-007,KYC-DocumentService,org.yaml:snakeyaml,1.8.1,maven,MIT,transitive,,1,2024-02-15,3,False,28486,False,False,dynamic,False
DEP-0326,APP-007,KYC-DocumentService,mysql:mysql-connector-java,0.2.12,maven,Apache-2.0,direct,,1,2021-06-01,20,False,28872,False,True,dynamic,False
DEP-0327,APP-007,KYC-DocumentService,org.springframework:spring-core,0.2.12,maven,Apache-2.0,transitive,,1,2022-01-01,8,False,48031,False,False,dynamic,False
DEP-0328,APP-007,KYC-DocumentService,org.bouncycastle:bcprov-jdk15on,0.2.8,maven,ISC,direct,,1,2026-05-19,11,True,54756,False,False,dynamic,False
DEP-0329,APP-007,KYC-DocumentService,ch.qos.logback:logback-classic,2.1.9,maven,BSD-3-Clause,transitive,org.bouncycastle:bcprov-jdk15on,2,2026-03-08,2,False,33775,False,True,dynamic,False
DEP-0330,APP-007,KYC-DocumentService,org.slf4j:slf4j-api,0.19.4,maven,PSF-2.0,direct,,1,2026-04-02,7,True,24582,False,False,dynamic,False
DEP-0331,APP-007,KYC-DocumentService,org.springframework:spring-beans,3.4.0,maven,Apache-2.0,transitive,org.slf4j:slf4j-api,2,2026-06-24,15,True,46164,False,True,dynamic,False
DEP-0332,APP-007,KYC-DocumentService,org.springframework:spring-web,4.6.9,maven,Apache-2.0,direct,,1,2026-05-17,22,True,37544,False,False,dynamic,False
DEP-0333,APP-007,KYC-DocumentService,org.apache.struts:struts2-core,0.15.3,maven,Apache-2.0,transitive,org.springframework:spring-web,2,2021-10-24,1,False,12623,False,True,dynamic,False
DEP-0334,APP-007,KYC-DocumentService,org.quartz-scheduler:quartz,5.0.2,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,False,dynamic,False
DEP-0335,APP-007,KYC-DocumentService,setuptools,5.0.12,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,False,dynamic,False
DEP-0336,APP-007,KYC-DocumentService,boto3,2.14.10,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,False,dynamic,False
DEP-0337,APP-007,KYC-DocumentService,certifi,0.2.10,pypi,Unlicense,direct,,1,2026-05-04,21,True,6641,False,False,dynamic,False
DEP-0338,APP-007,KYC-DocumentService,cryptography,0.12.9,pypi,MIT,transitive,,1,2026-02-13,13,True,36539,False,True,dynamic,False
DEP-0339,APP-007,KYC-DocumentService,decode-uri-component,3.2.8,npm,LGPL-2.1,direct,,1,2026-06-18,18,True,5334,False,True,dynamic,False
DEP-0340,APP-007,KYC-DocumentService,nth-check,5.3.5,npm,Unlicense,direct,,1,2025-06-25,7,True,42750,False,True,dynamic,False
DEP-0341,APP-007,KYC-DocumentService,tornado,2.8.0,pypi,MPL-2.0,direct,,1,2026-04-07,7,True,2754,False,True,dynamic,False
DEP-0342,APP-007,KYC-DocumentService,react-dom,1.2.7,npm,PSF-2.0,transitive,,1,2026-01-22,7,True,2834,False,True,dynamic,False
DEP-0343,APP-007,KYC-DocumentService,glob-parent,3.13.1,npm,Unlicense,direct,,1,2024-12-20,9,True,30870,False,False,dynamic,False
DEP-0344,APP-007,KYC-DocumentService,lxml,0.20.5,pypi,BSD-3-Clause,direct,,1,2026-06-18,16,True,14213,False,False,dynamic,False
DEP-0345,APP-007,KYC-DocumentService,js-yaml,5.2.10,npm,LGPL-2.1,transitive,,1,2026-05-17,17,True,52694,False,True,dynamic,False
DEP-0346,APP-007,KYC-DocumentService,semver-regex,1.18.7,npm,BSD-2-Clause,direct,,1,2026-04-18,18,True,4945,False,False,dynamic,False
DEP-0347,APP-007,KYC-DocumentService,click,3.5.1,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0348,APP-007,KYC-DocumentService,paramiko,2.6.9,pypi,Apache-2.0,transitive,,1,2026-06-16,15,True,13744,False,True,dynamic,False
DEP-0349,APP-007,KYC-DocumentService,certifi,3.16.4,pypi,Unlicense,transitive,,1,2026-05-04,21,True,6641,False,False,dynamic,False
DEP-0350,APP-007,KYC-DocumentService,click,2.3.9,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,True,dynamic,False
DEP-0351,APP-008,InternalAnalytics-Dash,urllib3,0.0.1,pypi,MIT,direct,,1,2026-05-21,14,True,31249,False,False,dynamic,False
DEP-0352,APP-008,InternalAnalytics-Dash,pydantic,0.11.4,pypi,EPL-2.0,direct,,1,2026-01-20,13,True,5834,False,True,dynamic,False
DEP-0353,APP-008,InternalAnalytics-Dash,jinja2,1.9.4,pypi,GPL-3.0,direct,,1,2026-04-27,5,True,43934,False,False,dynamic,False
DEP-0354,APP-008,InternalAnalytics-Dash,django,2.8.6,pypi,ISC,direct,,1,2023-03-02,25,False,3662,False,True,dynamic,False
DEP-0355,APP-008,InternalAnalytics-Dash,scipy,1.3.5,pypi,LGPL-3.0,direct,,1,2022-05-14,22,False,29827,False,True,dynamic,False
DEP-0356,APP-008,InternalAnalytics-Dash,pyyaml,3.2.4,pypi,PSF-2.0,direct,,1,2025-11-03,17,True,45303,False,False,dynamic,False
DEP-0357,APP-008,InternalAnalytics-Dash,numpy,2.4.5,pypi,GPL-2.0,direct,,1,2026-06-03,18,True,18283,True,True,dynamic,False
DEP-0358,APP-008,InternalAnalytics-Dash,sqlalchemy,1.5.0,pypi,EPL-2.0,direct,,1,2025-06-12,20,True,55133,False,True,dynamic,False
DEP-0359,APP-008,InternalAnalytics-Dash,redis,2.11.0,pypi,PSF-2.0,direct,,1,2022-09-27,16,False,44532,False,True,dynamic,False
DEP-0360,APP-008,InternalAnalytics-Dash,flask,3.11.0,pypi,GPL-3.0,direct,,1,2023-02-10,4,False,43748,False,False,dynamic,False
DEP-0361,APP-008,InternalAnalytics-Dash,tar,5.16.4,npm,LGPL-3.0,transitive,,1,2026-03-02,16,True,31768,False,True,static,True
DEP-0362,APP-008,InternalAnalytics-Dash,shell-quote,4.17.3,npm,UNKNOWN,transitive,,1,2024-01-24,2,False,27391,False,True,dynamic,False
DEP-0363,APP-008,InternalAnalytics-Dash,starlette,1.8.9,pypi,UNKNOWN,transitive,,1,2026-04-09,18,True,4362,False,True,static,False
DEP-0364,APP-008,InternalAnalytics-Dash,fastapi,5.4.3,pypi,LGPL-2.1,direct,,1,2026-06-22,25,True,37660,False,True,static,True
DEP-0365,APP-008,InternalAnalytics-Dash,org.quartz-scheduler:quartz,1.6.1,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,True,static,True
DEP-0366,APP-008,InternalAnalytics-Dash,marked,1.3.12,npm,EPL-2.0,direct,,1,2025-10-30,17,True,30861,False,True,static,True
DEP-0367,APP-008,InternalAnalytics-Dash,org.hibernate:hibernate-core,1.16.12,maven,GPL-2.0,direct,,1,2026-04-08,8,True,27723,False,False,dynamic,False
DEP-0368,APP-008,InternalAnalytics-Dash,protobuf,0.3.7,pypi,MIT,transitive,,1,2023-09-26,14,False,2839,False,False,dynamic,False
DEP-0369,APP-008,InternalAnalytics-Dash,aiohttp,0.16.8,pypi,Apache-2.0,transitive,,1,2024-02-01,12,False,57099,False,True,dynamic,False
DEP-0370,APP-008,InternalAnalytics-Dash,httpx,2.20.1,pypi,MPL-2.0,transitive,,1,2022-12-15,20,False,10334,False,False,dynamic,False
DEP-0371,APP-008,InternalAnalytics-Dash,pandas,2.17.1,pypi,PSF-2.0,transitive,,1,2022-12-25,22,False,58570,False,False,dynamic,False
DEP-0372,APP-008,InternalAnalytics-Dash,pycrypto,1.18.6,pypi,BSD-3-Clause,transitive,,1,2022-09-30,1,False,10905,False,True,dynamic,False
DEP-0373,APP-008,InternalAnalytics-Dash,pip,0.10.5,pypi,ISC,transitive,,1,2023-11-05,16,False,7117,False,True,dynamic,False
DEP-0374,APP-008,InternalAnalytics-Dash,boto3,5.4.0,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,False,dynamic,False
